weight,age,height,size,BMI,Body_Shape
54,50,160.02,M,21.08847755,Regular
67,53,175.26,L,21.81268803,Regular
49,27,157.48,M,19.75810403,Regular
56,35,167.64,S,19.92657796,Slim
56,30,154.94,XL,23.32710927,Regular
62,30,160.02,L,24.21269645,Regular
47,31,162.56,XXS,17.7856801,Slim
53,47,160.02,L,20.69795019,Regular
56,40,162.56,L,21.19144863,Regular
63,24,170.18,M,21.75321793,Regular
49,46,167.64,XXS,17.43575572,Slim
54,33,170.18,M,18.64561537,Slim
56,43,170.18,XXS,19.33619372,Slim
60,33,175.26,M,19.53375047,Slim
58,36,162.56,XL,21.94828608,Regular
95,30,165.1,XXXL,34.85214071,Curvy
47,40,147.32,S,21.65581026,Regular
52,29,152.4,XXS,22.38893367,Regular
62,33,152.4,L,26.69449783,Curvy
61,25,162.56,M,23.08354226,Regular
54,29,160.02,S,21.08847755,Regular
56,29,167.64,S,19.92657796,Regular
58,29,160.02,L,22.650587,Regular
60,37,167.64,L,21.34990496,Regular
74,35,165.1,XXXL,27.14798329,Curvy
58,44,160.02,S,22.650587,Regular
65,3,175.26,L,21.16156301,Regular
59,30,165.1,M,21.6450137,Regular
65,27,162.56,XL,24.59721716,Regular
95,27,157.48,XXXL,38.30652823,Curvy
58,28,157.48,M,23.38714355,Regular
63,30,180.34,M,19.37119526,Regular
72,30,167.64,XL,25.61988595,Curvy
58,31,160.02,S,22.650587,Regular
62,40,162.56,M,23.46196099,Regular
68,33,172.72,M,22.79416324,Regular
68,37,170.18,L,23.4796638,Regular
86,31,180.34,XXXL,26.44321892,Curvy
61,21,160.02,L,23.82216909,Regular
56,28,154.94,L,23.32710927,Regular
49,33,154.94,S,20.41122061,Regular
70,53,172.72,XXXL,23.4645798,Regular
72,37,167.64,XL,25.61988595,Curvy
61,40,165.1,XL,22.37874298,Regular
99,34,160.02,XXXL,38.66220884,Curvy
58,27,175.26,S,18.88262546,Regular
56,31,167.64,M,19.92657796,Slim
53,18,160.02,XXS,20.69795019,Regular
54,30,162.56,S,20.43461118,Regular
68,35,165.1,L,24.94679546,Regular
56,34,152.4,L,24.11115933,Regular
58,28,167.64,L,20.63824146,Regular
63,31,170.18,M,21.75321793,Regular
70,32,180.34,L,21.52355029,Regular
61,35,165.1,M,22.37874298,Regular
54,29,160.02,S,21.08847755,Regular
68,33,165.1,L,24.94679546,Regular
47,27,154.94,S,19.57810957,Regular
63,24,170.18,M,21.75321793,Regular
54,34,154.94,S,22.49399823,Regular
52,48,162.56,S,19.67777373,Slim
56,20,170.18,S,19.33619372,Regular
54,31,165.1,S,19.81069051,Slim
61,29,170.18,L,21.06263959,Regular
54,31,157.48,S,21.7742371,Regular
79,28,165.1,XXXL,28.98230649,Curvy
54,30,152.4,M,23.2500465,Regular
56,29,162.56,M,21.19144863,Regular
63,24,170.18,L,21.75321793,Regular
54,26,165.1,XXS,19.81069051,Regular
86,43,162.56,XXXL,32.5440104,Curvy
57,53,162.56,M,21.56986736,Regular
68,37,185.42,XL,19.77860965,Slim
61,30,162.56,L,23.08354226,Regular
63,34,170.18,M,21.75321793,Regular
66,27,167.64,L,23.48489545,Regular
50,36,152.4,XXS,21.52782083,Regular
65,29,170.18,L,22.44379628,Regular
72,25,157.48,XXXL,29.03231613,Curvy
52,53,165.1,M,19.07696123,Slim
65,31,170.18,XL,22.44379628,Regular
58,32,172.72,M,19.44208041,Slim
63,31,172.72,L,21.11812182,Regular
49,47,162.56,M,18.54251755,Slim
58,35,167.64,M,20.63824146,Regular
58,35,162.56,M,21.94828608,Regular
56,27,172.72,M,18.77166384,Regular
54,28,167.64,XXS,19.21491446,Regular
52,31,160.02,S,20.30742283,Regular
70,32,180.34,XL,21.52355029,Regular
65,26,162.56,XL,24.59721716,Regular
72,50,170.18,XXXL,24.86082049,Regular
52,47,160.02,S,20.30742283,Regular
54,33,160.02,XXS,21.08847755,Regular
90,37,170.18,XXXL,31.07602562,Curvy
66,28,162.56,L,24.97563589,Curvy
54,41,162.56,M,20.43461118,Regular
51,28,154.94,S,21.24433166,Regular
52,27,165.1,S,19.07696123,Regular
52,23,167.64,S,18.50325096,Regular
52,55,160.02,S,20.30742283,Slim
70,31,167.64,XL,24.90822245,Regular
83,22,167.64,XXXL,29.53403519,Curvy
61,37,167.64,L,21.70573671,Regular
72,41,180.34,XXXL,22.13850887,Regular
49,26,160.02,S,19.13584074,Regular
66,27,162.56,XXXL,24.97563589,Curvy
53,34,160.02,S,20.69795019,Regular
61,34,175.26,L,19.85931298,Slim
58,30,170.18,S,20.02677207,Regular
54,31,165.1,S,19.81069051,Slim
68,30,170.18,XL,23.4796638,Regular
125,38,170.18,XXXL,43.16114669,Curvy
49,28,154.94,XXS,20.41122061,Regular
49,31,162.56,M,18.54251755,Slim
63,47,162.56,XL,23.84037971,Regular
52,38,160.02,M,20.30742283,Regular
61,24,165.1,M,22.37874298,Regular
62,47,167.64,M,22.06156846,Regular
70,36,172.72,XXXL,23.4645798,Regular
56,29,157.48,S,22.58069032,Regular
54,41,160.02,M,21.08847755,Regular
53,33,167.64,XXS,18.85908271,Slim
65,35,162.56,L,24.59721716,Regular
65,43,172.72,L,21.78853839,Regular
58,37,170.18,M,20.02677207,Regular
56,42,165.1,S,20.54441979,Regular
74,40,170.18,XXXL,25.55139884,Curvy
77,27,182.88,XXXL,23.02280839,Regular
55,35,165.1,S,20.17755515,Regular
57,39,162.56,L,21.56986736,Regular
66,45,167.64,XL,23.48489545,Regular
68,26,167.64,XL,24.19655895,Regular
68,30,160.02,M,26.55586062,Curvy
70,33,160.02,XXXL,27.33691534,Curvy
55,37,157.48,S,22.17746371,Regular
70,29,172.72,XL,23.4645798,Regular
58,37,172.72,L,19.44208041,Slim
51,28,160.02,XXS,19.91689546,Regular
56,38,167.64,M,19.92657796,Slim
79,37,177.8,XXXL,24.9898459,Regular
52,20,157.48,XXS,20.96778387,Regular
74,25,165.1,XL,27.14798329,Curvy
61,24,162.56,M,23.08354226,Regular
47,27,154.94,S,19.57810957,Regular
54,24,160.02,S,21.08847755,Regular
52,20,172.72,S,17.43083071,Slim
45,33,152.4,XXS,19.37503875,Slim
52,33,157.48,S,20.96778387,Regular
62,29,162.56,XL,23.46196099,Regular
49,25,162.56,M,18.54251755,Regular
55,53,167.64,XXS,19.57074621,Slim
58,28,172.72,M,19.44208041,Regular
57,29,167.64,M,20.28240971,Regular
67,33,177.8,XL,21.19391994,Regular
61,32,170.18,L,21.06263959,Regular
50,25,165.1,XXS,18.34323195,Slim
63,31,167.64,L,22.41740021,Regular
79,33,160.02,XXXL,30.8516616,Curvy
63,28,172.72,XL,21.11812182,Regular
45,27,157.48,S,18.14519758,Slim
53,34,167.64,XXS,18.85908271,Slim
49,27,165.1,XXS,17.97636731,Slim
68,30,170.18,L,23.4796638,Regular
68,32,157.48,XL,27.41940968,Curvy
52,28,160.02,M,20.30742283,Regular
68,49,162.56,XL,25.73247334,Curvy
60,43,162.56,L,22.70512354,Regular
45,29,154.94,XXS,18.74499852,Regular
58,26,154.94,M,24.16022032,Regular
49,48,162.56,XXS,18.54251755,Slim
58,30,157.48,XXXL,23.38714355,Regular
50,33,152.4,S,21.52782083,Regular
73,28,175.26,XXXL,23.76606308,Regular
55,54,160.02,L,21.47900491,Regular
54,26,152.4,M,23.2500465,Regular
52,32,165.1,S,19.07696123,Slim
72,39,167.64,XL,25.61988595,Curvy
55,30,165.1,S,20.17755515,Regular
61,35,170.18,L,21.06263959,Regular
53,27,160.02,S,20.69795019,Regular
58,29,162.56,XL,21.94828608,Regular
56,28,162.56,S,21.19144863,Regular
58,34,162.56,L,21.94828608,Regular
61,27,167.64,L,21.70573671,Regular
56,39,154.94,L,23.32710927,Regular
56,35,162.56,S,21.19144863,Regular
99,35,162.56,XXXL,37.46345383,Curvy
61,28,157.48,L,24.59682339,Regular
52,32,157.48,L,20.96778387,Regular
68,56,149.86,XXXL,30.27871612,Curvy
73,37,160.02,XXXL,28.50849743,Curvy
70,30,152.4,XXXL,30.13894917,Curvy
63,42,167.64,XXXL,22.41740021,Regular
54,44,162.56,M,20.43461118,Regular
49,39,154.94,S,20.41122061,Regular
56,22,157.48,L,22.58069032,Regular
47,27,157.48,XXS,18.95165081,Regular
54,25,157.48,M,21.7742371,Regular
67,29,165.1,M,24.57993082,Regular
74,31,172.72,XL,24.80541293,Regular
74,25,175.26,XXXL,24.09162558,Regular
66,31,165.1,M,24.21306618,Regular
54,36,165.1,M,19.81069051,Slim
65,38,167.64,XL,23.12906371,Regular
65,28,162.56,XL,24.59721716,Regular
52,32,165.1,S,19.07696123,Slim
72,32,170.18,XXXL,24.86082049,Regular
49,28,157.48,XXS,19.75810403,Regular
56,41,162.56,S,21.19144863,Regular
74,36,180.34,XXXL,22.75346745,Regular
77,28,160.02,XXXL,30.07060688,Curvy
52,34,162.56,M,19.67777373,Slim
63,41,165.1,M,23.11247226,Regular
59,38,157.48,XL,23.79037016,Regular
61,32,172.72,L,20.44770526,Regular
65,33,154.94,L,27.07610898,Curvy
64,28,165.1,XL,23.4793369,Regular
53,32,157.48,XXS,21.37101048,Regular
52,34,167.64,XXS,18.50325096,Slim
72,32,170.18,XL,24.86082049,Regular
58,36,165.1,S,21.27814907,Regular
56,30,162.56,M,21.19144863,Regular
54,32,162.56,M,20.43461118,Regular
46,31,152.4,XXS,19.80559517,Slim
65,54,170.18,XXXL,22.44379628,Regular
71,33,157.48,XL,28.62908952,Curvy
47,38,154.94,S,19.57810957,Slim
56,23,157.48,M,22.58069032,Regular
52,35,160.02,S,20.30742283,Regular
51,29,154.94,M,21.24433166,Regular
61,39,162.56,L,23.08354226,Regular
54,28,160.02,S,21.08847755,Regular
72,35,160.02,M,28.11797007,Curvy
56,34,162.56,M,21.19144863,Regular
63,27,167.64,XL,22.41740021,Regular
58,26,170.18,S,20.02677207,Regular
90,43,172.72,XXXL,30.16874546,Curvy
63,25,165.1,L,23.11247226,Regular
61,30,160.02,L,23.82216909,Regular
65,26,172.72,XL,21.78853839,Regular
77,28,157.48,XL,31.04844919,Curvy
52,29,165.1,XXS,19.07696123,Regular
74,29,165.1,XXXL,27.14798329,Curvy
72,31,172.72,XXXL,24.13499637,Regular
56,23,157.48,M,22.58069032,Regular
62,34,165.1,L,22.74560762,Regular
63,24,160.02,M,24.60322381,Regular
58,26,165.1,M,21.27814907,Regular
60,48,165.1,L,22.01187834,Regular
60,51,177.8,XXXL,18.9796298,Slim
54,32,162.56,S,20.43461118,Regular
63,30,165.1,XXXL,23.11247226,Regular
81,40,170.18,XXXL,27.96842306,Curvy
59,43,170.18,M,20.37206124,Regular
59,47,165.1,M,21.6450137,Regular
61,26,162.56,M,23.08354226,Regular
47,28,162.56,XXS,17.7856801,Slim
61,25,165.1,XL,22.37874298,Regular
62,25,175.26,L,20.18487549,Regular
61,37,172.72,M,20.44770526,Regular
77,32,162.56,XXXL,29.13824187,Curvy
65,26,167.64,XL,23.12906371,Regular
63,26,157.48,L,25.40327661,Curvy
63,30,170.18,M,21.75321793,Regular
48,24,160.02,XXS,18.74531338,Regular
61,31,160.02,M,23.82216909,Regular
68,23,170.18,XXXL,23.4796638,Regular
63,30,180.34,L,19.37119526,Regular
65,29,180.34,M,19.98615384,Regular
56,52,170.18,M,19.33619372,Slim
75,33,160.02,XL,29.28955215,Curvy
71,36,170.18,XL,24.51553132,Regular
63,39,157.48,XL,25.40327661,Curvy
65,28,175.26,M,21.16156301,Regular
49,26,162.56,L,18.54251755,Regular
58,28,165.1,M,21.27814907,Regular
63,31,177.8,M,19.92861129,Slim
68,32,177.8,XL,21.5102471,Regular
52,28,165.1,M,19.07696123,Regular
74,32,170.18,XXXL,25.55139884,Curvy
63,31,177.8,XL,19.92861129,Slim
68,31,182.88,XXXL,20.33183079,Regular
53,30,160.02,M,20.69795019,Regular
59,44,165.1,XL,21.6450137,Regular
50,39,160.02,S,19.5263681,Slim
81,43,172.72,XXXL,27.15187091,Curvy
53,50,160.02,L,20.69795019,Regular
62,50,170.18,XL,21.40792876,Regular
70,30,162.56,XL,26.48931079,Curvy
65,36,172.72,L,21.78853839,Regular
63,35,167.64,S,22.41740021,Regular
74,26,177.8,XXXL,23.40821008,Regular
54,35,162.56,S,20.43461118,Regular
54,42,157.48,S,21.7742371,Regular
72,30,157.48,XXXL,29.03231613,Curvy
54,27,165.1,S,19.81069051,Regular
58,19,170.18,M,20.02677207,Regular
81,39,170.18,XXXL,27.96842306,Curvy
61,38,165.1,M,22.37874298,Regular
55,33,165.1,S,20.17755515,Regular
58,30,165.1,L,21.27814907,Regular
53,30,162.56,XXS,20.05619246,Regular
68,32,175.26,XL,22.13825054,Regular
63,31,167.64,XXXL,22.41740021,Regular
56,28,157.48,S,22.58069032,Regular
65,31,175.26,M,21.16156301,Regular
68,55,167.64,XXXL,24.19655895,Regular
49,38,165.1,S,17.97636731,Slim
54,35,162.56,M,20.43461118,Regular
44,48,154.94,S,18.328443,Slim
53,29,160.02,M,20.69795019,Regular
53,20,157.48,M,21.37101048,Regular
56,54,170.18,M,19.33619372,Slim
72,30,167.64,L,25.61988595,Curvy
74,37,160.02,XXXL,28.89902479,Curvy
63,30,172.72,L,21.11812182,Regular
63,49,170.18,XL,21.75321793,Regular
56,34,160.02,XL,21.86953228,Regular
99,43,177.8,XXXL,31.31638916,Curvy
54,26,170.18,S,18.64561537,Regular
55,33,162.56,S,20.81302991,Regular
51,32,167.64,XXS,18.14741921,Slim
63,20,175.26,L,20.510438,Regular
52,36,162.56,S,19.67777373,Slim
79,35,172.72,XXXL,26.48145435,Curvy
58,34,160.02,M,22.650587,Regular
83,45,165.1,XXXL,30.44976504,Curvy
61,25,162.56,M,23.08354226,Regular
69,41,162.56,XXXL,26.11089207,Curvy
77,52,160.02,XL,30.07060688,Curvy
68,49,180.34,XL,20.90859171,Regular
53,36,160.02,S,20.69795019,Regular
58,31,157.48,S,23.38714355,Regular
60,37,160.02,XL,23.43164172,Regular
68,32,167.64,XL,24.19655895,Regular
61,40,162.56,XL,23.08354226,Regular
52,28,160.02,S,20.30742283,Regular
45,50,165.1,XXS,16.50890876,Slim
52,29,170.18,S,17.95503702,Slim
63,34,165.1,M,23.11247226,Regular
58,33,160.02,M,22.650587,Regular
80,32,165.1,XL,29.34917112,Curvy
71,28,157.48,L,28.62908952,Curvy
85,42,170.18,XXXL,29.34957975,Curvy
54,31,170.18,XXS,18.64561537,Slim
58,34,162.56,L,21.94828608,Regular
63,28,160.02,L,24.60322381,Regular
65,32,175.26,XL,21.16156301,Regular
56,38,165.1,XXS,20.54441979,Regular
63,32,170.18,XL,21.75321793,Regular
58,43,165.1,XL,21.27814907,Regular
49,63,154.94,S,20.41122061,Slim
81,27,167.64,XXXL,28.82237169,Curvy
74,32,170.18,XXXL,25.55139884,Curvy
61,36,167.64,M,21.70573671,Regular
95,24,175.26,XXXL,30.92843825,Curvy
51,34,157.48,S,20.56455726,Regular
63,36,160.02,M,24.60322381,Regular
77,28,167.64,XXXL,27.3990447,Curvy
56,27,170.18,S,19.33619372,Regular
58,26,170.18,M,20.02677207,Regular
72,24,165.1,XL,26.41425401,Curvy
66,34,175.26,L,21.48712552,Regular
74,42,175.26,XXXL,24.09162558,Regular
70,36,170.18,XL,24.17024215,Regular
60,30,160.02,M,23.43164172,Regular
63,31,160.02,M,24.60322381,Regular
63,32,152.4,XXXL,27.12505425,Curvy
58,27,160.02,L,22.650587,Regular
58,32,170.18,L,20.02677207,Regular
68,30,172.72,XL,22.79416324,Regular
48,45,162.56,S,18.16409883,Slim
88,42,162.56,XXXL,33.30084785,Curvy
46,30,160.02,XXS,17.96425865,Slim
61,20,167.64,S,21.70573671,Regular
72,29,175.26,XL,23.44050057,Regular
54,38,157.48,S,21.7742371,Regular
75,27,172.72,XXXL,25.14062122,Curvy
65,29,167.64,M,23.12906371,Regular
53,35,162.56,M,20.05619246,Regular
54,39,162.56,S,20.43461118,Regular
55,39,170.18,S,18.99090454,Slim
61,25,157.48,M,24.59682339,Regular
56,29,175.26,S,18.23150044,Slim
56,32,172.72,M,18.77166384,Slim
61,31,162.56,XL,23.08354226,Regular
72,27,172.72,XXXL,24.13499637,Regular
54,43,162.56,S,20.43461118,Regular
68,36,177.8,L,21.5102471,Regular
61,45,172.72,M,20.44770526,Regular
70,28,170.18,XXXL,24.17024215,Regular
56,33,162.56,M,21.19144863,Regular
60,30,172.72,M,20.11249697,Regular
56,34,165.1,L,20.54441979,Regular
63,35,167.64,L,22.41740021,Regular
45,35,152.4,XXS,19.37503875,Slim
72,31,180.34,XXXL,22.13850887,Regular
58,28,165.1,M,21.27814907,Regular
47,31,160.02,XXS,18.35478602,Slim
65,35,167.64,L,23.12906371,Regular
49,26,165.1,XXS,17.97636731,Slim
72,27,177.8,XL,22.77555576,Regular
56,37,162.56,M,21.19144863,Regular
70,45,170.18,XL,24.17024215,Regular
56,34,154.94,M,23.32710927,Regular
63,33,165.1,XXXL,23.11247226,Regular
72,48,172.72,XL,24.13499637,Regular
52,32,165.1,S,19.07696123,Slim
69,31,172.72,XL,23.12937152,Regular
90,34,167.64,XXXL,32.02485744,Curvy
74,27,162.56,XXXL,28.00298569,Curvy
58,35,162.56,M,21.94828608,Regular
62,40,170.18,XXXL,21.40792876,Regular
65,28,160.02,L,25.38427853,Curvy
61,27,165.1,M,22.37874298,Regular
58,31,170.18,M,20.02677207,Regular
48,30,157.48,XXS,19.35487742,Regular
56,26,165.1,M,20.54441979,Regular
70,25,170.18,XXXL,24.17024215,Regular
61,30,162.56,M,23.08354226,Regular
63,27,175.26,L,20.510438,Regular
70,38,165.1,XXXL,25.68052473,Curvy
54,35,165.1,M,19.81069051,Slim
65,21,170.18,XL,22.44379628,Regular
62,44,167.64,XL,22.06156846,Regular
61,33,162.56,L,23.08354226,Regular
63,30,165.1,XXXL,23.11247226,Regular
53,20,165.1,S,19.44382587,Regular
56,63,165.1,M,20.54441979,Slim
56,33,157.48,S,22.58069032,Regular
65,27,175.26,M,21.16156301,Regular
72,58,170.18,XL,24.86082049,Regular
47,31,154.94,S,19.57810957,Slim
97,34,167.64,XXXL,34.51567968,Curvy
62,31,167.64,L,22.06156846,Regular
81,29,180.34,XXXL,24.90582248,Curvy
54,19,165.1,S,19.81069051,Regular
58,18,172.72,M,19.44208041,Regular
60,42,170.18,M,20.71735041,Regular
51,34,157.48,S,20.56455726,Regular
59,42,162.56,M,22.32670481,Regular
56,25,170.18,XXS,19.33619372,Regular
53,45,162.56,S,20.05619246,Regular
48,30,152.4,XXS,20.666708,Regular
56,34,170.18,S,19.33619372,Slim
81,54,172.72,XXXL,27.15187091,Curvy
58,34,172.72,S,19.44208041,Slim
56,39,167.64,M,19.92657796,Slim
50,32,165.1,L,18.34323195,Slim
52,45,152.4,M,22.38893367,Regular
64,42,177.8,L,20.24493845,Regular
65,64,170.18,L,22.44379628,Regular
65,30,154.94,M,27.07610898,Curvy
68,27,165.1,XXXL,24.94679546,Curvy
72,38,187.96,XXXL,20.37988006,Regular
57,31,170.18,S,19.68148289,Slim
74,24,182.88,XL,22.12581586,Regular
90,32,170.18,XXXL,31.07602562,Curvy
54,36,165.1,S,19.81069051,Slim
63,51,172.72,XL,21.11812182,Regular
70,37,170.18,XL,24.17024215,Regular
65,29,157.48,XL,26.20972984,Curvy
58,28,160.02,L,22.650587,Regular
58,35,172.72,M,19.44208041,Slim
56,28,162.56,M,21.19144863,Regular
54,29,162.56,S,20.43461118,Regular
56,32,167.64,S,19.92657796,Slim
72,24,175.26,XXXL,23.44050057,Regular
113,33,160.02,XXXL,44.12959191,Curvy
49,31,157.48,XXS,19.75810403,Slim
72,26,175.26,XXXL,23.44050057,Regular
58,30,165.1,L,21.27814907,Regular
52,24,157.48,M,20.96778387,Regular
58,27,160.02,S,22.650587,Regular
58,34,154.94,XL,24.16022032,Regular
58,31,162.56,M,21.94828608,Regular
48,31,157.48,XXS,19.35487742,Slim
58,35,160.02,L,22.650587,Regular
58,26,170.18,L,20.02677207,Regular
56,31,154.94,M,23.32710927,Regular
56,32,167.64,S,19.92657796,Slim
65,33,170.18,L,22.44379628,Regular
56,47,175.26,L,18.23150044,Slim
52,51,157.48,L,20.96778387,Slim
54,26,162.56,M,20.43461118,Regular
77,35,180.34,XXXL,23.67590532,Regular
56,34,170.18,M,19.33619372,Slim
76,34,160.02,XXXL,29.68007952,Curvy
70,34,162.56,XL,26.48931079,Curvy
61,36,177.8,M,19.29595696,Slim
65,32,182.88,XL,19.43483825,Slim
74,31,167.64,XXXL,26.33154945,Curvy
72,29,185.42,XL,20.94205727,Regular
56,39,157.48,L,22.58069032,Regular
58,37,170.18,L,20.02677207,Regular
68,38,165.1,XL,24.94679546,Regular
68,31,160.02,XXXL,26.55586062,Curvy
54,26,162.56,M,20.43461118,Regular
77,28,175.26,L,25.06831311,Curvy
53,44,165.1,M,19.44382587,Slim
52,26,162.56,XXS,19.67777373,Regular
45,32,154.94,XXS,18.74499852,Slim
56,35,162.56,M,21.19144863,Regular
48,22,157.48,XXS,19.35487742,Regular
65,30,170.18,XL,22.44379628,Regular
90,56,170.18,XXXL,31.07602562,Curvy
56,27,167.64,M,19.92657796,Regular
53,35,165.1,M,19.44382587,Slim
53,39,162.56,S,20.05619246,Regular
86,53,165.1,XXXL,31.55035896,Curvy
68,36,170.18,XL,23.4796638,Regular
61,33,165.1,L,22.37874298,Regular
58,31,170.18,S,20.02677207,Regular
56,63,165.1,L,20.54441979,Slim
77,31,177.8,XXXL,24.35719157,Regular
63,33,172.72,L,21.11812182,Regular
58,31,160.02,M,22.650587,Regular
61,28,167.64,L,21.70573671,Regular
65,26,177.8,M,20.56126561,Regular
56,32,165.1,S,20.54441979,Regular
56,32,167.64,M,19.92657796,Slim
49,34,154.94,XXS,20.41122061,Regular
65,36,160.02,XL,25.38427853,Curvy
79,35,185.42,XXXL,22.97809062,Regular
83,34,162.56,XXXL,31.40875422,Curvy
60,63,157.48,XL,24.19359677,Regular
65,50,165.1,XXXL,23.84620154,Regular
65,43,180.34,XL,19.98615384,Slim
53,48,154.94,S,22.0774427,Regular
92,37,167.64,XXXL,32.73652094,Curvy
72,24,172.72,XXXL,24.13499637,Regular
72,31,162.56,XXXL,27.24614824,Curvy
52,34,170.18,M,17.95503702,Slim
72,36,170.18,XXXL,24.86082049,Regular
65,58,172.72,XL,21.78853839,Regular
61,33,177.8,L,19.29595696,Slim
54,28,162.56,S,20.43461118,Regular
57,39,160.02,L,22.26005964,Regular
56,28,167.64,S,19.92657796,Regular
54,28,162.56,XXS,20.43461118,Regular
79,31,170.18,XXXL,27.27784471,Curvy
56,32,170.18,XXS,19.33619372,Slim
52,38,167.64,S,18.50325096,Slim
49,26,162.56,XXS,18.54251755,Regular
56,27,160.02,M,21.86953228,Regular
68,33,170.18,XXXL,23.4796638,Regular
52,31,157.48,M,20.96778387,Regular
54,25,167.64,S,19.21491446,Regular
63,25,177.8,L,19.92861129,Regular
74,37,170.18,XXXL,25.55139884,Curvy
68,26,170.18,XL,23.4796638,Regular
70,37,170.18,XXXL,24.17024215,Regular
68,44,170.18,XL,23.4796638,Regular
50,35,157.48,XXS,20.16133065,Regular
62,27,162.56,M,23.46196099,Regular
49,33,152.4,S,21.09726442,Regular
79,38,170.18,XXXL,27.27784471,Curvy
74,32,172.72,XXXL,24.80541293,Regular
68,26,160.02,XXXL,26.55586062,Curvy
52,34,157.48,S,20.96778387,Regular
58,29,165.1,M,21.27814907,Regular
54,29,157.48,M,21.7742371,Regular
58,33,167.64,M,20.63824146,Regular
74,27,182.88,XL,22.12581586,Regular
56,31,160.02,M,21.86953228,Regular
58,36,160.02,L,22.650587,Regular
49,30,165.1,XXS,17.97636731,Slim
56,29,162.56,S,21.19144863,Regular
52,23,172.72,S,17.43083071,Slim
74,24,165.1,XXXL,27.14798329,Curvy
81,30,165.1,M,29.71603576,Curvy
49,31,162.56,XXS,18.54251755,Slim
68,31,170.18,XL,23.4796638,Regular
56,32,167.64,S,19.92657796,Slim
56,35,160.02,M,21.86953228,Regular
61,32,167.64,S,21.70573671,Regular
70,30,172.72,XL,23.4645798,Regular
52,34,154.94,S,21.66088718,Regular
54,85,165.1,S,19.81069051,Slim
63,33,162.56,XL,23.84037971,Regular
59,37,167.64,L,20.99407321,Regular
68,23,165.1,XL,24.94679546,Curvy
58,34,162.56,M,21.94828608,Regular
59,38,160.02,L,23.04111436,Regular
58,28,170.18,S,20.02677207,Regular
54,31,162.56,XXS,20.43461118,Regular
49,28,172.72,S,16.42520586,Slim
55,35,160.02,S,21.47900491,Regular
72,37,172.72,XL,24.13499637,Regular
52,23,160.02,S,20.30742283,Regular
54,33,162.56,S,20.43461118,Regular
58,32,167.64,L,20.63824146,Regular
68,40,175.26,XL,22.13825054,Regular
43,26,154.94,S,17.91188748,Slim
68,31,160.02,XL,26.55586062,Curvy
79,59,175.26,XXXL,25.71943812,Regular
58,34,175.26,M,18.88262546,Slim
63,28,172.72,M,21.11812182,Regular
83,31,165.1,XXXL,30.44976504,Curvy
46,37,154.94,XXS,19.16155404,Slim
70,43,170.18,XXXL,24.17024215,Regular
44,31,160.02,S,17.18320393,Slim
77,32,177.8,XXXL,24.35719157,Regular
48,34,157.48,XXS,19.35487742,Slim
81,23,170.18,XXXL,27.96842306,Curvy
52,55,165.1,M,19.07696123,Slim
50,55,160.02,M,19.5263681,Slim
54,28,162.56,XXS,20.43461118,Regular
49,32,157.48,S,19.75810403,Slim
45,25,154.94,M,18.74499852,Regular
58,55,160.02,L,22.650587,Regular
54,31,157.48,L,21.7742371,Regular
49,28,154.94,S,20.41122061,Regular
70,24,160.02,L,27.33691534,Curvy
47,32,160.02,S,18.35478602,Slim
47,41,157.48,S,18.95165081,Slim
57,30,157.48,L,22.98391694,Regular
77,40,177.8,XXXL,24.35719157,Regular
52,27,157.48,S,20.96778387,Regular
92,35,170.18,XXXL,31.76660397,Curvy
72,30,154.94,XXXL,29.99199764,Curvy
50,31,157.48,S,20.16133065,Regular
67,29,172.72,XL,22.45895495,Regular
53,56,157.48,S,21.37101048,Regular
65,35,170.18,XXXL,22.44379628,Regular
79,36,152.4,XXXL,34.01395692,Curvy
54,27,162.56,M,20.43461118,Regular
59,35,170.18,L,20.37206124,Regular
63,33,162.56,L,23.84037971,Regular
63,48,154.94,XL,26.24299793,Curvy
56,26,162.56,S,21.19144863,Regular
72,35,175.26,XL,23.44050057,Regular
56,33,167.64,XXS,19.92657796,Slim
58,25,165.1,XL,21.27814907,Regular
47,37,162.56,S,17.7856801,Slim
53,29,160.02,XXS,20.69795019,Regular
50,34,157.48,XXS,20.16133065,Regular
70,34,167.64,XL,24.90822245,Regular
63,34,172.72,XL,21.11812182,Regular
74,55,180.34,XXXL,22.75346745,Regular
74,30,172.72,XXXL,24.80541293,Regular
70,34,165.1,L,25.68052473,Curvy
76,34,170.18,XL,26.24197719,Curvy
58,26,170.18,M,20.02677207,Regular
65,32,182.88,M,19.43483825,Slim
55,35,167.64,M,19.57074621,Slim
64,55,175.26,XL,20.8360005,Slim
52,31,165.1,S,19.07696123,Slim
65,20,165.1,L,23.84620154,Regular
90,35,177.8,XXXL,28.46944469,Curvy
52,31,162.56,S,19.67777373,Slim
52,55,154.94,S,21.66088718,Regular
63,19,180.34,L,19.37119526,Regular
58,40,170.18,L,20.02677207,Regular
74,38,165.1,M,27.14798329,Curvy
61,31,172.72,M,20.44770526,Regular
70,45,160.02,XXXL,27.33691534,Curvy
77,33,160.02,XXXL,30.07060688,Curvy
58,28,167.64,M,20.63824146,Regular
58,42,165.1,M,21.27814907,Regular
54,25,162.56,S,20.43461118,Regular
49,29,157.48,S,19.75810403,Regular
55,31,160.02,S,21.47900491,Regular
65,21,180.34,M,19.98615384,Regular
